,epic,expiry,name,forceOpenAllowed,stopsLimitsAllowed,lotSize,unit,type,controlledRiskAllowed,streamingPricesAvailable,marketId,currencies,sprintMarketsMinimumExpiryTime,sprintMarketsMaximumExpiryTime,marginDepositBands,marginFactor,marginFactorUnit,slippageFactor,limitedRiskPremium,openingHours,expiryDetails,rolloverDetails,newsCode,chartCode,country,valueOfOnePip,onePipMeans,contractSize,specialInfo,minStepDistance,minDealSize,minControlledRiskStopDistance,minNormalStopOrLimitDistance,maxStopOrLimitDistance,marketOrderPreference,trailingStopsPreference,marketStatus,netChange,percentageChange,updateTime,delayTime,bid,offer,high,low,binaryOdds,decimalPlacesFactor,scalingFactor,controlledRiskExtraSpread,file_name,spread,average,diff_high-low,percent_spread-hl
15,UD.D.SRCEUS.DAILY.IP,DFB,1st Source Corporation,True,True,1.0,AMOUNT,SHARES,True,False,SRCE-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.397668, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 50, 'currency': 'USD'}, {'min': 10, 'max': 60, 'margin': 50, 'currency': 'USD'}, {'min': 60, 'max': 200, 'margin': 50, 'currency': 'USD'}, {'min': 200, 'max': None, 'margin': 75, 'currency': 'USD'}]",50,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,SRCE.O,SRCE,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:59,0,4313.0,4313.0,,,,2,1,0.0,1st Source Corporation_5Min_ID_UD.D.SRCEUS.DAILY.IP_ID_.csv,86.0,3974.0,963.0,8.93042575285566
16,UD.D.VNETUS.DAILY.IP,DFB,21Vianet Group Inc,True,True,1.0,AMOUNT,SHARES,True,False,VNET-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.397668, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 90, 'margin': 20, 'currency': 'USD'}, {'min': 90, 'max': 585, 'margin': 30, 'currency': 'USD'}, {'min': 585, 'max': 1800, 'margin': 60, 'currency': 'USD'}, {'min': 1800, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,VNET.O,VNET,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:54,0,4092.0,4092.0,,,,2,1,0.0,21Vianet Group Inc_5Min_ID_UD.D.VNETUS.DAILY.IP_ID_.csv,32.0,2837.0,1670.0,1.9161676646706587
17,SI.D.XXIIUS.DAILY.IP,DFB,22nd Century Group Inc,True,True,1.0,AMOUNT,SHARES,True,False,XXII-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.397668, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 58, 'margin': 25, 'currency': 'USD'}, {'min': 58, 'max': 377, 'margin': 40, 'currency': 'USD'}, {'min': 377, 'max': 812, 'margin': 60, 'currency': 'USD'}, {'min': 812, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,XXII.A,XXII,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:06,0,412.0,414.0,,,,1,1,1.239,22nd Century Group Inc_5Min_ID_SI.D.XXIIUS.DAILY.IP_ID_.csv,3.0,179.5,158.0,1.89873417721519
18,EH.D.24STORSS.DAILY.IP,DFB,24Storage AB (publ),True,True,1.0,AMOUNT,SHARES,True,False,24STOR-SE,"[{'code': 'SEK', 'symbol': 'SK', 'baseExchangeRate': 11.608575, 'exchangeRate': 0.08, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'SEK'}, {'min': 10, 'max': 30, 'margin': 40, 'currency': 'SEK'}, {'min': 30, 'max': 50, 'margin': 75, 'currency': 'SEK'}, {'min': 50, 'max': None, 'margin': 75, 'currency': 'SEK'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:25'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,24STOR.ST,24STOR,SE,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-4.9,-0.12,13:42:29,15,4039.9,4090.2,4130.3,4049.8,,1,1,12.195,24Storage AB (publ)_5Min_ID_EH.D.24STORSS.DAILY.IP_ID_.csv,60.69999999999982,4150.049999999999,229.39999999999964,26.46033129904094
19,EH.D.2CUREXSS.DAILY.IP,DFB,2cureX AB,True,True,1.0,AMOUNT,SHARES,True,False,2CUREX-SE,"[{'code': 'SEK', 'symbol': 'SK', 'baseExchangeRate': 11.608575, 'exchangeRate': 0.08, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'SEK'}, {'min': 10, 'max': 60, 'margin': 40, 'currency': 'SEK'}, {'min': 60, 'max': 500, 'margin': 75, 'currency': 'SEK'}, {'min': 500, 'max': None, 'margin': 75, 'currency': 'SEK'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:25'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,2CUREX.ST,2CUREX,SE,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,85.0,3.17,13:33:32,15,2753.1,2776.9,2827.1,2643.4,,1,1,8.28,2cureX AB_5Min_ID_EH.D.2CUREXSS.DAILY.IP_ID_.csv,32.700000000000045,1532.5500000000002,877.7999999999997,3.7252221462747843
20,ED.D.2GB.DAILY.IP,DFB,2G Energy AG,True,True,1.0,AMOUNT,SHARES,True,False,2GB-DE,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.15646, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 10, 'margin': 25, 'currency': 'EUR'}, {'min': 10, 'max': 30, 'margin': 40, 'currency': 'EUR'}, {'min': 30, 'max': 35, 'margin': 60, 'currency': 'EUR'}, {'min': 35, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,2GBG.DE,2GB,DE,,,,"['Closing Only', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-145.0,-1.53,13:55:47,0,9267.0,9343.0,9564.0,9187.0,,2,1,93.05,2G Energy AG_5Min_ID_ED.D.2GB.DAILY.IP_ID_.csv,102.0,8530.0,2923.0,3.4895655148819706
21,UD.D.TWOUUS.DAILY.IP,DFB,2U Inc,True,True,1.0,AMOUNT,SHARES,True,False,TWOU-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.397668, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 379, 'margin': 25, 'currency': 'USD'}, {'min': 379, 'max': 1895, 'margin': 40, 'currency': 'USD'}, {'min': 1895, 'max': 7580, 'margin': 60, 'currency': 'USD'}, {'min': 7580, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,TWOU.O,TWOU,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:59,0,5297.0,5297.0,,,,2,1,0.0,2U Inc_5Min_ID_UD.D.TWOUUS.DAILY.IP_ID_.csv,31.0,3214.5,1662.0,1.865222623345367
22,UC.D.QFINUS.DAILY.IP,DFB,360 Finance Inc - ADR,True,True,1.0,AMOUNT,SHARES,True,False,QFIN-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.397668, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 70, 'margin': 25, 'currency': 'USD'}, {'min': 70, 'max': 420, 'margin': 40, 'currency': 'USD'}, {'min': 420, 'max': 1295, 'margin': 60, 'currency': 'USD'}, {'min': 1295, 'max': None, 'margin': 75, 'currency': 'USD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,QFIN.O,QFIN,US,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,20:59:56,0,2670.0,2670.0,,,,2,1,0.0,360 Finance Inc - ADR_5Min_ID_UC.D.QFINUS.DAILY.IP_ID_.csv,16.59999999999991,1181.5,1391.5,1.192957240388064
23,AC.D.1361HK.DAILY.IP,DFB,361 Degrees International Ltd,True,True,1.0,AMOUNT,SHARES,True,False,0135-HK,"[{'code': 'HKD', 'symbol': 'HK', 'baseExchangeRate': 10.8356, 'exchangeRate': 0.09, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 800, 'margin': 25, 'currency': 'HKD'}, {'min': 800, 'max': 4800, 'margin': 40, 'currency': 'HKD'}, {'min': 4800, 'max': 12400, 'margin': 60, 'currency': 'HKD'}, {'min': 12400, 'max': None, 'margin': 75, 'currency': 'HKD'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T08:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,1361.HK,1361,HK,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.01}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,-2.0,-1.47,08:10:00,0,133.7,134.3,137.3,130.7,,1,1,0.402,361 Degrees International Ltd_5Min_ID_AC.D.1361HK.DAILY.IP_ID_.csv,,,50.8,
24,SB.D.DDDUS.DAILY.IP,DFB,3D Systems Corp,True,True,1.0,AMOUNT,SHARES,True,False,DDD-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3976696, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 90, 'margin': 20, 'currency': 'USD'}, {'min': 90, 'max': 585, 'margin': 25.05, 'currency': 'USD'}, {'min': 585, 'max': 1800, 'margin': 55.05, 'currency': 'USD'}, {'min': 1800, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '14:30', 'closeTime': '21:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,DDD.N,DDD,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,0.0,0.0,21:00:13,0,4503.0,4511.0,,,,2,1,13.52,3D Systems Corp_5Min_ID_SB.D.DDDUS.DAILY.IP_ID_.csv,5.0,1015.0,4619.5,0.10823682216690117
25,KA.D.III.DAILY.IP,DFB,3i Group PLC,True,True,1.0,AMOUNT,SHARES,True,False,III-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 700, 'margin': 20, 'currency': 'GBX'}, {'min': 700, 'max': 4900, 'margin': 20, 'currency': 'GBX'}, {'min': 4900, 'max': 9800, 'margin': 40, 'currency': 'GBX'}, {'min': 9800, 'max': None, 'margin': 75, 'currency': 'GBX'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 0.7, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,III.L,III,GB,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'PERCENTAGE', 'value': 2.0}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-18.5,-1.6,13:56:16,0,1136.4,1140.1,1165.2,1134.9,,1,1,0.0,3i Group PLC_5Min_ID_KA.D.III.DAILY.IP_ID_.csv,4.199999999999818,1143.5,125.39999999999986,3.349282296650576
26,KA.D.3IN.DAILY.IP,DFB,3i Infrastructure PLC,True,True,1.0,AMOUNT,SHARES,True,False,3IN-UK,"[{'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 800, 'margin': 20, 'currency': 'GBP'}, {'min': 800, 'max': 2400, 'margin': 30, 'currency': 'GBP'}, {'min': 2400, 'max': 4000, 'margin': 60, 'currency': 'GBP'}, {'min': 4000, 'max': None, 'margin': 75, 'currency': 'GBP'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,3IN.L,3IN,GB,,,,"['Closing Only', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'PERCENTAGE', 'value': 2.0}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-1.0,-0.34,13:38:24,0,293.26,295.85,296.74,292.26,,2,1,0.0,3i Infrastructure PLC_5Min_ID_KA.D.3IN.DAILY.IP_ID_.csv,,,32.920000000000016,
27,SE.D.MMM.DAILY.IP,DFB,3M Co (All Sessions),True,True,1.0,AMOUNT,SHARES,True,False,MMM-US,"[{'code': 'USD', 'symbol': '$', 'baseExchangeRate': 1.3976696, 'exchangeRate': 0.66, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 50, 'margin': 20, 'currency': 'USD'}, {'min': 50, 'max': 425, 'margin': 20, 'currency': 'USD'}, {'min': 425, 'max': 1625, 'margin': 40, 'currency': 'USD'}, {'min': 1625, 'max': None, 'margin': 75, 'currency': 'USD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 0.7, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '09:00', 'closeTime': '01:00'}]}","{'lastDealingDate': '2029-04-06T20:00', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,MMM.N,MMM,US,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'Please note US (All Sessions) shares close early at 22:00 UK time on Friday evenings.']","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 10.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 90.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,-49.0,-0.28,13:56:54,0,17611.0,17724.0,17729.0,17595.0,,2,1,53.0,3M Co (All Sessions)_5Min_ID_SE.D.MMM.DAILY.IP_ID_.csv,,,2388.0,
28,AC.D.1530HK.DAILY.IP,DFB,3SBio Inc,True,True,1.0,AMOUNT,SHARES,True,False,1530-HK,"[{'code': 'HKD', 'symbol': 'HK', 'baseExchangeRate': 10.8356, 'exchangeRate': 0.09, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 1400, 'margin': 20, 'currency': 'HKD'}, {'min': 1400, 'max': 9100, 'margin': 20, 'currency': 'HKD'}, {'min': 9100, 'max': 28000, 'margin': 45, 'currency': 'HKD'}, {'min': 28000, 'max': None, 'margin': 75, 'currency': 'HKD'}]",20,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}",,"{'lastDealingDate': '2029-04-06T08:00', 'settlementInfo': 'The last dealing day is the Tuesday before the third Wednesday of the contract month. Expired bets will settle basis the closing bid or offer price of the relevant exchange as reported by Bloomberg, plus or minus closing IG spread.'}",,1530.HK,1530,HK,,,,"['DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 1.0}","{'unit': 'PERCENTAGE', 'value': 5.0}","{'unit': 'POINTS', 'value': 0.01}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,EDITS_ONLY,22.0,2.61,08:10:00,0,861.8,866.2,885.2,840.9,,1,1,2.592,3SBio Inc_5Min_ID_AC.D.1530HK.DAILY.IP_ID_.csv,5.599999999999909,709.0,179.60000000000002,3.1180400890868087
29,ED.D.UUUGY.DAILY.IP,DFB,3U Holding AG,True,True,1.0,AMOUNT,SHARES,True,False,UUU-DE,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.156465, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 69, 'margin': 25, 'currency': 'EUR'}, {'min': 69, 'max': 207, 'margin': 40, 'currency': 'EUR'}, {'min': 207, 'max': 241.5, 'margin': 60, 'currency': 'EUR'}, {'min': 241.5, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,UUUG.DE,UUUG,DE,,,,"['Closing Only', 'Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,3.02,1.13,13:40:12,0,263.34,274.69,274.69,261.35,,2,1,2.69,3U Holding AG_5Min_ID_ED.D.UUUGY.DAILY.IP_ID_.csv,,,67.82999999999998,
30,ED.D.LIO1GY.DAILY.IP,DFB,4basebio AG,True,True,1.0,AMOUNT,SHARES,True,False,LIO1-DE,"[{'code': 'EUR', 'symbol': 'E', 'baseExchangeRate': 1.156465, 'exchangeRate': 0.9, 'isDefault': False}, {'code': 'GBP', 'symbol': '£', 'baseExchangeRate': 1.0, 'exchangeRate': 1.0, 'isDefault': True}]",,,"[{'min': 0, 'max': 109, 'margin': 25, 'currency': 'EUR'}, {'min': 109, 'max': 218, 'margin': 40, 'currency': 'EUR'}, {'min': 218, 'max': 272.5, 'margin': 60, 'currency': 'EUR'}, {'min': 272.5, 'max': None, 'margin': 75, 'currency': 'EUR'}]",25,PERCENTAGE,"{'unit': 'pct', 'value': 100.0}","{'value': 1, 'unit': 'PERCENTAGE'}","{'marketTimes': [{'openTime': '08:00', 'closeTime': '16:30'}]}","{'lastDealingDate': '2029-04-06T15:30', 'settlementInfo': 'DFBs settle on the Last Dealing Day at the closing market bid/offer price of the share, plus or minus half the IG spread. '}",,4BSBn.DE,LIO1k,DE,,,,"['Unborrowable', 'DEFAULT KNOCK OUT LEVEL DISTANCE', 'MAX KNOCK OUT LEVEL DISTANCE', 'No Controlled Risk']","{'unit': 'PERCENTAGE', 'value': 1.0}","{'unit': 'POINTS', 'value': 0.5}","{'unit': 'PERCENTAGE', 'value': 12.5}","{'unit': 'POINTS', 'value': 0.1}","{'unit': 'PERCENTAGE', 'value': 75.0}",AVAILABLE_DEFAULT_OFF,AVAILABLE,TRADEABLE,0.0,0.0,13:51:24,0,155.61,158.4,164.91,152.12,,2,1,1.57,4basebio AG_5Min_ID_ED.D.LIO1GY.DAILY.IP_ID_.csv,,,46.890000000000015,
